#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:50:51       1     65     65      -      0      0      0      0      -      -   3615   1531      0      2      0 
 00:50:51       2     67     65      -      0      0      0      0      -      -   3615   1531      0      2      0 
 00:50:51       3     63     61      -      0      0      0      0      -      -   3615   1531      0      2      0 
 00:51:21       0     58     59      -      0      0      0      0      -      -   3615   1468  16979      2      0 
 00:51:21       1     62     58      -      0      0      0      0      -      -   3615   1531  16979      2      0 
 00:51:21       2     64     57      -      0      0      0      0      -      -   3615   1531  16979      2      0 
 00:51:21       3     61     54      -      0      0      0      0      -      -   3615   1531  16979      2      0 
 00:51:51       0    143     65      -     61     10      0      0      -      -   3615   1531  17059      2      0 
 00:51:51       1    128     64      -     60     11      0      0      -      -   3615   1531  17059      2      0 
 00:51:51       2    115     63      -     62     10      0      0      -      -   3615   1531  17059      2      0 
 00:51:51       3    100     61      -     77     13      0      0      -      -   3615   1531  17059      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:52:21       0    136     67      -     96     16      0      0      -      -   3615   1531  17059      2      0 
 00:52:21       1    124     66      -     96     16      0      0      -      -   3615   1531  17059      2      0 
 00:52:21       2    147     65      -     93     16      0      0      -      -   3615   1531  17059      2      0 
 00:52:21       3    155     63      -     93     16      0      0      -      -   3615   1531  17059      2      0 
 00:52:51       0    146     69      -     79     13      0      0      -      -   3615   1531  17059      2      0 
 00:52:51       1    165     68      -     79     12      0      0      -      -   3615   1531  17059      2      0 
 00:52:51       2    175     67      -     76     12      0      0      -      -   3615   1531  17059      2      0 
 00:52:51       3    170     64      -     91     15      0      0      -      -   3615   1531  17059      2      0 
 00:53:21       0    168     70      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:53:21       1    171     69      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:53:21       2    153     68      -     93     15      0      0      -      -   3615   1531  17059      2      0 
 00:53:21       3    129     65      -     94     15      0      0      -      -   3615   1531  17059      2      0 
 00:53:51       0    152     71      -     96     14      0      0      -      -   3615   1531  17059      2      0 
 00:53:51       1    147     70      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:53:51       2    129     69      -     94     15      0      0      -      -   3615   1531  17059      2      0 
 00:53:51       3    157     65      -     94     15      0      0      -      -   3615   1531  17059      2      0 
 00:54:21       0    158     71      -     96     16      0      0      -      -   3615   1531  17059      2      0 
 00:54:21       1    137     70      -     96     17      0      0      -      -   3615   1531  17059      2      0 
 00:54:21       2    152     68      -     92     16      0      0      -      -   3615   1531  17059      2      0 
 00:54:21       3    151     65      -     93     17      0      0      -      -   3615   1531  17059      2      0 
 00:54:51       0    141     71      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:54:51       1    148     70      -     96     16      0      0      -      -   3615   1531  17059      2      0 
 00:54:51       2    161     69      -     93     16      0      0      -      -   3615   1531  17059      2      0 
 00:54:51       3    136     65      -     93     16      0      0      -      -   3615   1531  17059      2      0 
 00:55:21       0    171     71      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:55:21       1    149     70      -     96     16      0      0      -      -   3615   1531  17059      2      0 
 00:55:21       2    150     69      -     93     15      0      0      -      -   3615   1531  17059      2      0 
 00:55:21       3    143     65      -     93     16      0      0      -      -   3615   1531  17059      2      0 
 00:55:51       0    154     72      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:55:51       1    140     70      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:55:51       2    134     69      -     93     15      0      0      -      -   3615   1531  17059      2      0 
 00:55:51       3    145     66      -     93     15      0      0      -      -   3615   1531  17059      2      0 
 00:56:21       0    138     72      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:56:21       1    160     71      -     96     15      0      0      -      -   3615   1531  17059      2      0 
 00:56:21       2    176     69      -     94     16      0      0      -      -   3615   1531  17059      2      0 
 00:56:21       3    177     66      -     94     15      0      0      -      -   3615   1531  17059      2      0 
 00:56:52       0    173     71      -     75     12      0      0      -      -   3615   1531  17059      2      0 
 00:56:52       1    176     70      -     74     12      0      0      -      -   3615   1531  17059      2      0 
 00:56:52       2    153     69      -     84     13      0      0      -      -   3615   1531  17059      2      0 
